ltable_item_name,rtable_item_name,label
GALVUS MET 50MG/850MG 6X10,PMC Bang Keo Y Te 2.5cm x 5m,0
Bosgyno Plus (Hộp 01 vỉ x 10 viên),Cao Ich Mau siro - OPC (chai 180ml),0
"Băng keo cá nhân trong suốt Ace Band-S (Transparent), 72mm x 18mm, 10 miếng/hộp",Cao Ich Mau siro - OPC (chai 180ml),0
VISMED EYE DROPS 0.3ML B/20,Cao Ich Mau siro - OPC (chai 180ml),0
CAO ÍCH MẪU 180ml,Cao Ich Mau siro - OPC (chai 180ml),1
Nước súc miệng Valentine (Chai 500ml),Cao Ich Mau siro - OPC (chai 180ml),0
Insulatard 1000IU/10ml B/1 (France),Cao Ich Mau siro - OPC (chai 180ml),0
Nước uống Pororo hương vị sữa,Cao Ich Mau siro - OPC (chai 180ml),0
(D05) DOXYCYCLINE 100mg (HCN/10vỉ/10VNAC),Con 90 OPC (60ml/chai),0
Cumargold New 4 vỉ,Con 90 OPC (60ml/chai),0
RYZODEG FLEXTOUCH 100U/ML 5X3 ML,Con 90 OPC (60ml/chai),0
Kẹo thảo mộc chanh và bạc hà hiệu Ricola 17.5 g (hàng khuyến mại),Con 90 OPC (60ml/chai),0
DAU XANH EAGLE 12ml,Con 90 OPC (60ml/chai),0
BVS Kotex Bảo Vệ Toàn Diện Ngày Nhiều và Đêm 28cm SMC 6x48,Con 90 OPC (60ml/chai),0
CRESTOR TAB 5MG 28'S,Con 90 OPC (60ml/chai),0
LiveSpo DIA 30 (10 ống/ hộp),Con 90 OPC (60ml/chai),0
ALCOOL 90 độ 60ml xanh,Con 90 OPC (60ml/chai),1
GVS ĐÓNG CẶP NGUYÊN CHẤT PHARMACITY 60GRAM X 2 CUỘN/GÓI X 60 GÓI/THÙNG,Con 90 OPC (60ml/chai),0
Insulatard 1000IU/10ml B/1 (France),Con 90 OPC (60ml/chai),0
STUGERON 25MG TABS. B/250,Con 90 OPC (60ml/chai),0
Dầu xả dược liệu Nguyên Xuân 150ml KM 30ml,Con 90 OPC (60ml/chai),0
"PMC GẠC TIỆT TRÙNG 5X7,5CM (10M)",Con 90 OPC (60ml/chai),0
"Bông tẩy trang 100m, may viền, dập nổi AQUA LIFE COTONEVE",Con 90 OPC (60ml/chai),0
DẦU KHUYNH DIỆP OPC 25ml,Dau Gio Khuynh Diep (Chai 25ml )OPC,1
MEDI-LEVOSULPIRID     H/30v - VN,Rhinex 0.05% 15ml,0
CTKM JEX 60 CHÀO XUÂN - THÁNG 1.2024,Rhinex 0.05% 15ml,0
Keo HONG 87.5G (9Y21),Rhinex 0.05% 15ml,0
"Briozcal; Số lô: 103136 ; HD: 17/02/2025, PO000278526",Rhinex 0.05% 15ml,0
Vigentin 500/125DT (Hộp 2 vỉ x 7 viên) ,Rhinex 0.05% 15ml,0
"RHINEX 0,05%  (Lốc 10 chai 15ml)",Rhinex 0.05% 15ml,1
ST GOI TOAN THAN JOHNSON’S MEM MIN 500ML,Rhinex 0.05% 15ml,0
PMC Giấy thấm dầu 100M,Rhinex 0.05% 15ml,0
DERMATIX ULTRA KIDS TUB 5G 1'S,Rhinex 0.05% 15ml,0
Sản phẩm xua muỗi dạng kem cho bé từ 6 tháng tuổi (Remos Baby Cream) 70 g  ,Rhinex 0.05% 15ml,0
NATRILIX SR TAB 1.5MG 3X10'S,Rhinex 0.05% 15ml,0
"Mifexton (Hộp 30 viên), SL: 2118922 - HSD: 14/06/2025",Bye Bye Fever Super Cool Mieng Dan Ha Sot (Hop/6 Mieng),0
Aquafina Chai nhựa 1500x12,Bye Bye Fever Super Cool Mieng Dan Ha Sot (Hop/6 Mieng),0
Theo PO000309206,Bye Bye Fever Super Cool Mieng Dan Ha Sot (Hop/6 Mieng),0
BYEBYE FEVER Super Cool H/3Tui/2Mieng  T/48H-HISAMITSU-JAPAN_1BY003-1-1T2,Bye Bye Fever Super Cool Mieng Dan Ha Sot (Hop/6 Mieng),1
Cystine B6 Bailleul (H/1 vỉ x 20 viên),Bye Bye Fever Super Cool Mieng Dan Ha Sot (Hop/6 Mieng),0
PO000284741,Bye Bye Fever Super Cool Mieng Dan Ha Sot (Hop/6 Mieng),0
CP61029659 - 114442-NSM OPWHITECHARC FR.MINT500ML B.DOIX12BO,Salonpas Jikabari Mieng Dan Giu Nhiet (Hop/8 Mieng),0
Gelacmeigel 15g Hộp 1 Tuýp,Salonpas Jikabari Mieng Dan Giu Nhiet (Hop/8 Mieng),0
G4454400 - 019670 - GRN TẨY TRANG SALICYLIC BHA BLUE 400ML,Salonpas Jikabari Mieng Dan Giu Nhiet (Hop/8 Mieng),0
MEDROL TAB 16MG 30'S,Salonpas Jikabari Mieng Dan Giu Nhiet (Hop/8 Mieng),0
BETADINE ANTISEPTIC SOL 10% 30ML,Salonpas Jikabari Mieng Dan Giu Nhiet (Hop/8 Mieng),0
Thực phẩm dinh dưỡng y học Ensure Gold 850g&lt;br&gt;(Beta Glucan),Bao Thach Bong Y Te 50gr,0
BÔNG Y TẾ 50 GRAM,Bao Thach Bong Y Te 50gr,1
Ginkor Fort,Bao Thach Bong Y Te 50gr,0
BVS Diana Sensi Supernight 29cm(12)-2207,Bao Thach Bong Y Te 50gr,0
(PO000305819),Bao Thach Bong Y Te 50gr,0
GVS ĐÓNG CẶP NGUYÊN CHẤT PHARMACITY 60GRAM X 2 CUỘN/GÓI X 60 GÓI/THÙNG,Bao Thach Bong Y Te 50gr,0
(PO000301062),Bao Thach Bong Y Te 50gr,0
LIVACT GRANULES BOX OF 84 SACHET,Bao Thach Bong Y Te 25g,0
Long huyết P/H (Hộp 2vỉ x 12 viên),Bao Thach Bong Y Te 25g,0
BÔNG Y TẾ 25 GRAM,Bao Thach Bong Y Te 25g,1
TG 2IN1 XMEN C&F SACH SAU 630G X 12,Bao Thach Bong Y Te 25g,0
Neo-Tergynan (H/1 vỉ x 10 viên),Bao Thach Bong Y Te 100gr,0
BVS Diana SENSI Cool Fresh SMCánh08-2212,Bao Thach Bong Y Te 100gr,0
CP61018194 - 932193- KDR COL NSR 225G+BCX 36,Bao Thach Bong Y Te 100gr,0
BÔNG Y TẾ 100 GRAM,Bao Thach Bong Y Te 100gr,1
Ery Children 250mg (H/24 gói),Bao Thach Gac Y Te Tiet Trung (10 Mieng),0
ESOMEPRAZOL 20-US VNA H30v,Bao Thach Gac Y Te Tiet Trung (10 Mieng),0
FINE PURE COLLAGEN Q (PO000309646),Bao Thach Gac Y Te Tiet Trung (10 Mieng),0
"GẠC Y TẾ 5CMX6,5CMX12LỚP (TT)",Bao Thach Gac Y Te Tiet Trung (10 Mieng),1
Thuốc ho Bảo Thanh 90ml,Bao Thach Gac Y Te Tiet Trung (10 Mieng),0
ESPUMISAN  L 40MG/ ML 30ML 1'S,Bao Thach Gac Y Te Tiet Trung (10 Mieng),0
Lipvar 10 v/10 h/30 t/6720,Bao Thach Gac Y Te Tiet Trung (10 Mieng),0
EPEGIS,Bao Thach Bang Thun Y Te Trang 3 Moc 0.1 x 3m,0
"BĂNG THUN Y TẾ 0,1MX3M",Bao Thach Bang Thun Y Te Trang 3 Moc 0.1 x 3m,1
Thực phẩm bảo vệ sức khỏe ALCOFREE 50ml- lốc 3,Bao Thach Bang Thun Y Te Trang 2 Moc 0.075m x 3m,0
"BĂNG THUN Y TẾ 0,075MX3M",Bao Thach Bang Thun Y Te Trang 2 Moc 0.075m x 3m,1
GOFEN 400 CLEARCAP;400MG,Bao Thach Bang Thun Y Te Trang 2 Moc 0.075m x 3m,0
VISANNE 2MG TAB 2X14'S,Bao Thach Bang Thun Y Te Trang 2 Moc 0.075m x 3m,0
Khẩu trang 3D mask kid Pharmacity (5 cái/túi),Thuoc Ho Bao Thanh Siro 125ml,0
PANTOPRAZOL 40mg VBF H/2vỉx7viên -CSBH-2023_KHTT-00323-260925-CK15%-DMC 1,Thuoc Ho Bao Thanh Siro 125ml,0
CP61037974 - 936146 – BCDR COL CUSHION CLEAN CHARCOAL 2P X 12 BỘ,Thuoc Ho Bao Thanh Siro 125ml,0
PO000306342,Thuoc Ho Bao Thanh Siro 125ml,0
BVS Diana HN Compact 20 - 2304,Thuoc Ho Bao Thanh Siro 125ml,0
PO số PO000311991,Thuoc Ho Bao Thanh Siro 125ml,0
PO000305396,Thuoc Ho Bao Thanh Siro 125ml,0
Nước uống Pororo hương vị sữa,Vien ngam Bao Thanh khong duong (20Vi x 5vien),0
PO000306003,Vien ngam Bao Thanh khong duong (20Vi x 5vien),0
Shelf life: 3 nămkể từ ngày sản xuất,Vien ngam Bao Thanh khong duong (20Vi x 5vien),0
DAIVONEX (Ointment 30G B/1),Vien ngam Bao Thanh khong duong (20Vi x 5vien),0
Viên ngậm Bảo Thanh NS (20 vỉ/hộp),Vien ngam Bao Thanh khong duong (20Vi x 5vien),1
Kem Nghệ Thorakao 7g,Vien ngam Bao Thanh khong duong (20Vi x 5vien),0
PO000307554,Vien ngam Bao Thanh (20Vi x 5 vien ngậm),0
LACTACYD DDVSPN ODOR FRESH 150ML,Vien ngam Bao Thanh (20Vi x 5 vien ngậm),0
"Băng keo cá nhân trong suốt Ace Band-S (Transparent), 72mm x 18mm, 10 miếng/hộp",Vien ngam Bao Thanh (20Vi x 5 vien ngậm),0
GYNOFAR 500ML (A0144),Vien ngam Bao Thanh (20Vi x 5 vien ngậm),0
Viên ngậm Bảo Thanh (20 vỉ/hộp),Vien ngam Bao Thanh (20Vi x 5 vien ngậm),1
JARDIANCE 25MG B/30,Vien ngam Bao Thanh (20Vi x 5 vien ngậm),0
TOBREX 0.3% BT 5ML B/1,Vien ngam Bao Thanh (20Vi x 5 vien ngậm),0
HUMALOG KWIKPEN (300U/3ML B/5) - ITALIA,Vien ngam Bao Thanh (20Vi x 5 vien ngậm),0
CEPMOX-CLAV 875mg/125mg VNB H/14,Vien ngam Bao Thanh (20Vi x 5 vien ngậm),0
Thực phẩm bảo vệ sức khỏe Brauer Baby & Kids Ultra Pure Cod Liver Oil with DHA 90 Softgels,Vien ngam Bao Thanh (20Vi x 5 vien ngậm),0
ST GOI TOAN THAN JOHNSON’S MEM MIN 500ML,Siro Bao Thanh 90ml,0
ANAFERON FOR CHILDREN;3MG,Siro Bao Thanh 90ml,0
320979-70558-Mặt Nạ Tóc Cao Cấp Phục Hồi Hư Tổn 180G(TBK PREMIUM EX REPAIR MASK 180G),Siro Bao Thanh 90ml,0
Thuốc ho Bảo Thanh 90ml,Siro Bao Thanh 90ml,1
Kẹo thảo mộc Ricola Alpin fresh không đường 40 g,Ofbexim 200 USP (Hộp 30 Viên),0
OFBEXIM 200 VNF H30V,Ofbexim 200 USP (Hộp 30 Viên),1
Chiết khấu,Ofbexim 200 USP (Hộp 30 Viên),0
NIZORAL CREAM 15G B/1,Esomeprazol 40 HV (Hộp 30 Viên) USP,0
ESOMEPRAZOL 40-HV VNA H30v,Esomeprazol 40 HV (Hộp 30 Viên) USP,1
ESOMEPRAZOL 40-HV VNA H30v,Esomeprazol 40 HV (Hộp 30 Viên) USP,1
Repraz-20 (Natri Rabeprazole 20mg; hộp 3 vỉ x 10 viên; NSX Medley - India),Esomeprazol 40 HV (Hộp 30 Viên) USP,0
(V25) VITAMIN B1 50mg (C/100VNE),Esomeprazol 40 HV (Hộp 30 Viên) USP,0
"Remowart 
(Hộp 1 lọ 10ml)
Lot: C0892 
HD: 31/01/2025
SX: Bồ Đào Nha",Rocimus 0.1%w/w (Tuyp 10g),0
CTKM ANGELA CHÀO XUÂN THÁNG 1.2024,Rocimus 0.1%w/w (Tuyp 10g),0
Dung dịch nhỏ mắt V.ROHTO MINERAL TEAR 13 mL,Rocimus 0.1%w/w (Tuyp 10g),0
ROCIMUS 0.1%W/W;0.10%,Rocimus 0.1%w/w (Tuyp 10g),1
CETAPHIL GENTLE SKIN CLEANSER 125ML,Rocimus 0.1%w/w (Tuyp 10g),0
NSM Listerine Kids Mouthwash 250ml,Ferrovit (5Vi x 10Vien),0
KT Unicharm 3D Mask Super Fit M05 - 2205,Ferrovit (5Vi x 10Vien),0
BVS Diana ST Cool Fresh SM Cánh 08-2008,Ferrovit (5Vi x 10Vien),0
SARA  SIRÔ CAM 60CC,Ferrovit (5Vi x 10Vien),0
CETAPHIL GENTLE SKIN CLEANSER 125ML,Ferrovit (5Vi x 10Vien),0
FERROVIT;,Ferrovit (5Vi x 10Vien),1
DROSPERIN TABLETS 1X28'S,Ferrovit (5Vi x 10Vien),0
Quần PP Travel-Mate XL Nữ;5cái+1 cái cùng loại,Ferrovit (5Vi x 10Vien),0
NSM LISTERINE COOL MINT 750ML,Avarino (5Vi x 10Vien),0
LEVOTHYROX TAB 100MCG 3x10'S,Avarino (5Vi x 10Vien),0
Gói Thực phẩm dinh dưỡng y học Ensure Gold 850g&lt;br&gt;(Beta Glucan)&lt;br&gt;(01 gói gồm : &lt;br&gt;- 01 Thực phẩm dinh dưỡng y học Ensure Gold 850g&lt;br&gt;(Beta Glucan)&lt;br&gt;- 02 Thực phẩm dinh dưỡng  y học Ensure Gold hương vani ít ngọt 60.6g&lt;br&gt;(Beta Glucan) giá 0 đồng&lt;br&gt;&lt;br&gt;(Hàng khuyến mại không thu tiền)),Avarino (5Vi x 10Vien),0
AVARINO;,Avarino (5Vi x 10Vien),1
FUGACAR 500MG (CHEW) TAB. B/1,Avarino (5Vi x 10Vien),0
MEDEXA 4MG  (H/100V),Avarino (5Vi x 10Vien),0
DAYGRA 100 TABLETS 4'S,Avarino (5Vi x 10Vien),0
Nature's Way KSVG Multi + Vegies 60s slb,Avarino (5Vi x 10Vien),0
BEPANTHEN BALM 30G 1'S,Avarino (5Vi x 10Vien),0
BVS Diana SENSI Cool Fresh SM KC 8 -2212,Tiger Balm Red 30g,0
TIGER BALM RED 30G;,Tiger Balm Red 30g,1
PMC BÔNG VIÊN TIỆT TRÙNG 2X2CM (20V/GÓI),Tiger Balm Red 30g,0
"SIFROL 0,25MG (EQUIV 0,18MG PRAMIPEXOLE)",Tiger Balm Red 30g,0
BIVANTOX 300 Tab,Tiger Balm Red 30g,0
Thực Phẩm Bổ Sung: Nước Giải Khát Vị Cam Và Chanh Vàng Playmore Double C,Tiger Balm Red 30g,0
TANAKAN 40MG B/30 TABS,Tiger Balm Red 30g,0
CANESTEN 10MG/G CREAM 20G 1'S,Tiger Balm Oil 57ml,0
"Băng keo cuộn lụa Young Plaster-Silk (No logo bl) 2,5cm x 5m, 1 cuộn/hộp",Tiger Balm Oil 57ml,0
TIGER BALM OIL 57ML;,Tiger Balm Oil 57ml,1
"ULTRACET 37,5MG + 325MG TAB B/30 (LT)",Tiger Balm Oil 57ml,0
"Keo dẻo Huro túi 105g (8,4kg)",Tiger Balm Oil 57ml,0
Chiết khấu,Tiger Balm Oil 57ml,0
4547691239136 - Bao Cao Su Okamoto Purity 10's,Gofen 400 Clearcap (5Vi x 10Vien),0
XYZAL TAB 5MG 10'S,Gofen 400 Clearcap (5Vi x 10Vien),0
Siang Pure Oil Formula I loại 3cc,Gofen 400 Clearcap (5Vi x 10Vien),0
Tràng Phục Linh Plus 80v,Gofen 400 Clearcap (5Vi x 10Vien),0
GOFEN 400 CLEARCAP;400MG,Gofen 400 Clearcap (5Vi x 10Vien),1
Kem nghệ & Vitamin Thái Dương (Hộp 1 tube x 20g),Gofen 400 Clearcap (5Vi x 10Vien),0
GLUCOPHAGE TAB 1000MG 30'S,Gofen 400 Clearcap (5Vi x 10Vien),0
BEPANTHEN BALM 30G 1'S,Gofen 400 Clearcap (5Vi x 10Vien),0
TIGER BALM PLASTER-RD 7x10cm;,Eugica xanh (10 Vi x 10 vien),0
BVS Diana HN Cool Fresh 40 - 2304,Eugica xanh (10 Vi x 10 vien),0
EUGICA V/10 H/100 T/8100;,Eugica xanh (10 Vi x 10 vien),1
Tăm bông VST trẻ em  Hộp 200  que giấy,Eugica xanh (10 Vi x 10 vien),0
MICARDIS 80MG TABLETS B/30,Eugica xanh (10 Vi x 10 vien),0
320039-70666-NƯỚC TT NGỪA MỤN SENKA 230ML(SENKA AC WATER ACNE CARE 230ML),Acnotin10 (3vi x 10vien),0
"PREGNACARE BREAST-FEEDING (HOP/56 VIEN NEN, 28 VIEN NANG) - UNITED KINGDOM",Acnotin10 (3vi x 10vien),0
ACNOTIN 10;10MG,Acnotin10 (3vi x 10vien),1
ST JOHNSON'S CHUA SUA & GAO 500ML_N,Acnotin10 (3vi x 10vien),0
PO000275503,Acnotin10 (3vi x 10vien),0
PO000305397,Acnotin10 (3vi x 10vien),0
"UTROGESTAN 200MG CAPSULE 1x7'S ,1x8'S",Acnotin 20(3vi x 10vien),0
ACNOTIN 20;20MG,Acnotin 20(3vi x 10vien),1
CEFIXIM 100 - HV ( CEFIXIM 100MG ) - HỘP 30 VIÊN - US.PHARMA,Tiger balm RED(Cao ho do)19.4g,0
"TIGER BALM RED 19,4G;",Tiger balm RED(Cao ho do)19.4g,1
ST GOI TOAN THAN JOHNSON MEM MIN 500ML_F,Tiger balm RED(Cao ho do)19.4g,0
Prospan Cough Syrup 100ml,Tiger balm RED(Cao ho do)19.4g,0
PO000291795,Tiger Balm White 30g,0
DECOLGEN SYRUP BT/60ML,Tiger Balm White 30g,0
TIGER BALM WHITE 30G;,Tiger Balm White 30g,1
Tăm bông VST Trẻ em Gói 200  que nhựa,Tiger Balm White 30g,0
Đồ uống NUTRIBOOST DKY BLUEBERRY 170ML 6X4 PET,Giloba 40mg ( 3 Vi x 10 Vien),0
Kem đánh răng Eucryl -50ml (62g),Giloba 40mg ( 3 Vi x 10 Vien),0
BVS Diana Sensi Supernight 29cm(04)-2207,Giloba 40mg ( 3 Vi x 10 Vien),0
Tăm Bông VST gói 100 que giấy,Giloba 40mg ( 3 Vi x 10 Vien),0
BÔNG Y TẾ 50 GRAM,Giloba 40mg ( 3 Vi x 10 Vien),0
GILOBA;40MG,Giloba 40mg ( 3 Vi x 10 Vien),1
Mixtard 30 1000IU/10ml B/1 (France),Giloba 40mg ( 3 Vi x 10 Vien),0
CP61013109 - 000192 - BCDR COL SLIMSOFT CH CHARCOAL TWIN _VN X72,Normagut 250mg(3Vi x 10vien),0
Dung dịch nhỏ mắt (V.ROHTO DRYEYE) 13ml  (Việt Nam),Normagut 250mg(3Vi x 10vien),0
PO000280167,Normagut 250mg(3Vi x 10vien),0
NORMAGUT;250MG,Normagut 250mg(3Vi x 10vien),1
Dầu gừng Thái Dương (Hộp 1 lọ x 6ml),Normagut 250mg(3Vi x 10vien),0
Dizzo effervescent(B/12blsx4s),Normagut 250mg(3Vi x 10vien),0
ESTRACEPTIN 0.15MG TABLETS 28'S,Normagut 250mg(3Vi x 10vien),0
CREON 25000 300MG CAPSULES 2X10'S,Normagut 250mg(3Vi x 10vien),0
P/S KDR NGUA SAU RANG V.TROI Y23 36X230G,Tiger Balm White 19.4g,0
"Megaduo plus (15g) (SL: MGP010723, HD: 15/07/2026)",Tiger Balm White 19.4g,0
PO000304253,Tiger Balm White 19.4g,0
"TIGER BALM WHITE 19,4G;",Tiger Balm White 19.4g,1
FRANLUCAT 5 - XANH (T/204H/28v),Tiger Balm White 19.4g,0
"NATRI CLORID 0,9%",Tiger Balm White 19.4g,0
Green Bird 72g - Set 6 - Hàng tặng,Tiger Balm White 19.4g,0
PO000284741,Tiger Balm White 19.4g,0
CURAM 625MG TAB 10X8'S,Thuoc hen PH Phuc Hung siro (Chai 250ml),0
Gói Thực phẩm dinh dưỡng y học Ensure Gold 850g&lt;br&gt;(Beta Glucan)&lt;br&gt;(01 gói gồm : &lt;br&gt;- 01 Thực phẩm dinh dưỡng y học Ensure Gold 850g&lt;br&gt;(Beta Glucan)&lt;br&gt;- 02 Thực phẩm dinh dưỡng  y học Ensure Gold hương vani ít ngọt 60.6g&lt;br&gt;(Beta Glucan) giá 0 đồng&lt;br&gt;&lt;br&gt;(Hàng khuyến mại không thu tiền)),Thuoc hen PH Phuc Hung siro (Chai 250ml),0
Khẩu trang 3D mask Medi Pharmacity (5 cái/túi),Thuoc hen PH Phuc Hung siro (Chai 250ml),0
Thuốc Hen Phúc Hưng( hộp 1 lọ x 250ml cao lỏng),Thuoc hen PH Phuc Hung siro (Chai 250ml),1
DAO TỈA CHÂN MÀY MB SET 3 CÂY,Thuoc hen PH Phuc Hung siro (Chai 250ml),0
NSM LIS COOL MINT 100ML,Thuoc hen PH Phuc Hung siro (Chai 250ml),0
"TPBVSK: Costar Evening Primrose Oil (Viên uống hỗ trợ nội tiết tố nữ, hộp 100 viên)",Thuoc hen PH Phuc Hung siro (Chai 250ml),0
PO000306515,Thuoc hen PH Phuc Hung siro (Chai 250ml),0
YASMIN TAB 1X21'S,Thuoc hen PH Phuc Hung siro (Chai 250ml),0
Thuốc Hen Phúc Hưng( hộp 1 lọ x 250ml cao lỏng),Thuoc hen PH Phuc Hung siro (Chai 250ml),1
Erythromycin & Nghệ Nam Hà (Hộp x tuýp 10g),Thuoc hen PH Phuc Hung siro (Chai 250ml),0
PMC Khẩu trang y tế màu xanh dương,Thuoc hen PH Phuc Hung siro (Chai 250ml),0
(PO000309724 NGÀY 26/01/2024),Thuoc hen PH Phuc Hung siro (Chai 250ml),0
Cumargold Kare (Hộp 3 vỉ x 10 viên),Thuoc hen PH Phuc Hung siro (Chai 250ml),0
(C41) CALCI-D (HCN/1túi/10vỉ/10VNBP),LeoPovidone 2g Gel Leopard (20g/tuyp),0
Bông tẩy trang Silcot Premium 66-1806,LeoPovidone 2g Gel Leopard (20g/tuyp),0
"LeoPovidone Gel  
Lô SX: 22214007, HD: 31/7/2027",LeoPovidone 2g Gel Leopard (20g/tuyp),1
Snowclear 50ml,LeoPovidone 2g Gel Leopard (20g/tuyp),0
MUCOSTA TABLETS 100MG B/100,LeoPovidone 2g Gel Leopard (20g/tuyp),0
KALEORID TAB 600MG 30'S,Listerine NSM Bo Doi Cool Mint 750ml,0
Panthenol nano bạc,Listerine NSM Bo Doi Cool Mint 750ml,0
"Ebysta (10 ml gói), Việt Nam, (20gói/hộp)",Listerine NSM Bo Doi Cool Mint 750ml,0
Kẹo Xí muội Playmore hũ 22g,Listerine NSM Bo Doi Cool Mint 750ml,0
"Tazoretin gel 0.3%  ( SL: 021222, HD: 20/12/2025)",Listerine NSM Bo Doi Cool Mint 750ml,0
75597326 HYDRATING CLEANSER 88ML 3OZ,Listerine NSM Bo Doi Cool Mint 750ml,0
BÔNG Y TẾ 50 GRAM,Listerine Nuoc Suc Mieng Kid Huong Berry 250ml,0
"Dung dịch vệ sinh mũi - Trẻ em Nước biển sâu Xisat (75 ml), Việt Nam, (01 chai/hộp)",Listerine Nuoc Suc Mieng Kid Huong Berry 250ml,0
CPCN06907A - 332542-BCDR COL SS FLEX CLEAN CHARCOAL 1PK_ASIA*12,Listerine NSM Zero 250ml,0
Thực phẩm bảo vệ sức khỏe GLUCOSAMINE + MSM & COLLAGEN TYPE II WITH PEPTAN JOINT SUPPORT (60 viên),Listerine NSM Zero 250ml,0
PO000305975,Listerine NSM Zero 250ml,0
CP61029659 - 114442-NSM OPWHITECHARC FR.MINT500ML B.DOIX12BO,Johnson Baby Cottontouch Sua Tam Goi Cho Be Chai 500ml,0
ST GOI TOAN THAN JOHNSON’S MEM MIN 500ML,Johnson Baby Cottontouch Sua Tam Goi Cho Be Chai 500ml,1
Cefbuten 200 ,Johnson Baby Cottontouch Sua Tam Goi Cho Be Chai 500ml,0
EFFERALGAN 500MG BOX/4 STRIPS X 4,Johnson Baby Cottontouch Sua Tam Goi Cho Be Chai 500ml,0
FASTUM GEL 30GR 1'S,Johnson Baby Cottontouch Sua Tam Goi Cho Be Chai 500ml,0
ATORPA- E 40/10 (H/30V),Johnson Baby Cottontouch Sua Tam Goi Cho Be Chai 500ml,0
ST GOI TOAN THAN JOHNSON MEM MIN 500ML_F,Johnson Baby Cottontouch Sua Tam Goi Cho Be Chai 500ml,1
"Kẹo Tic Tac hương dâu và dâu bạc hà 14,5 g",Johnson Baby Cottontouch Sua Tam Goi Cho Be Chai 500ml,0
EUGICA ® COLD & FLU - 10's;,Johnson Baby Cottontouch Sua Tam Goi Cho Be Chai 500ml,0
"IMEXOFEN 60 VNB V/10, H/30",Johnson Baby Cottontouch Sua Tam Goi Cho Be Chai 500ml,0
ZYRTEC TAB 10MG 10'S,Listerine NSM Cool Mint 250ml,0
ARCOXIA TAB 60MG 30'S,Listerine NSM Cool Mint 250ml,0
LOSTAD HCT 50/12.5(H/30v)-VN,Listerine NSM Cool Mint 250ml,0
"""PO000311531""",Listerine NSM Cool Mint 250ml,0
Jasunny (tuýp 50g),Listerine NSM Cool Mint 250ml,0
NSM LISTERINE COOL MINT 750ML,Listerine NSM Cool Mint 750ml,0
BETADINE FW DAILY USE GENTLE PRO. 100ML,Listerine NSM Cool Mint 750ml,0
Tăm bông VST Trẻ em Gói  55 que nhựa,Listerine NSM Cool Mint 750ml,0
LIPISTAD 10 (H/30v)-VN,Listerine NSM Cool Mint 750ml,0
ZITROMAX TAB 500MG 3'S,Listerine NSM Cool Mint 100ml,0
BÔNG Y TẾ 25 GRAM,Listerine NSM Cool Mint 100ml,0
BVS Sofy SkinComfort UT W 26cm17/24-1911,Listerine NSM Cool Mint 100ml,0
Miclacol Blue - F,Listerine NSM Cool Mint 100ml,0
"PMC GẠC TIỆT TRÙNG 5X7,5CM (10M)",Listerine NSM Cool Mint 100ml,0
Kẹo Ngậm Pulmoll Cherry  Cerise sugar free 45g + Vitamin C,Listerine NSM Total Care Sensitive 250ml,0
PO000267574,Listerine NSM Total Care Sensitive 250ml,0
BIOSUBTYL-II 1g T/80H/25gói,Listerine NSM Total Care Sensitive 250ml,0
DOROCODON VBĐ H/2vỉx10viên -00823-201226-DMC 0,Johnson Baby Cottontouch Sua Tam Goi Cho Be Chai 500ml,0
DERMATIX WOUND CARE TUB 20G,Johnson Baby Cottontouch Sua Tam Goi Cho Be Chai 500ml,0
ST GOI TOAN THAN JOHNSON MEM MIN 500ML_F,Johnson Baby Cottontouch Sua Tam Goi Cho Be Chai 500ml,1
Kem rửa mặt tác động sâu (Oxy Deep Wash) 100g - 8935006531956 (BARCODE),Johnson Baby Cottontouch Sua Tam Goi Cho Be Chai 500ml,0
Zanedip 10mg (H/2 vỉ x 14 viên),Johnson Baby Cottontouch Sua Tam Goi Cho Be Chai 500ml,0
NO-SPA 40mg_BL5X10_VN,Johnson Baby Cottontouch Sua Tam Goi Cho Be Chai 500ml,0
CETAPHIL GENTLE SKIN CLEANSER 125ML,Johnson Baby Cottontouch Sua Tam Goi Cho Be Chai 500ml,0
Vaginax (H/2 vỉ x 7v -104h/k),Listerine NSM Cool Mint 250ml,0
CP61029659 - 114442-NSM OPWHITECHARC FR.MINT500ML B.DOIX12BO,Listerine NSM Cool Mint 250ml,0
AGICLOVIR 800,Listerine NSM Cool Mint 250ml,0
PO000311638,Listerine NSM Cool Mint 250ml,0
Thực phẩm bảo vệ sức khoẻ Eden BioCare Wild Salmon Oil Omega 3 1000mg Dau Ca Hoi Vi Chanh (Hop 180 vien),Listerine NSM Cool Mint 250ml,0
BVS Diana SENSI Cool Fresh SM KC 8 -2212,Listerine NSM Cool Mint 250ml,0
SING-GUM HUBBA BUBBA VI TRUYEN THONG 56g,Listerine NSM Cool Mint 250ml,0
Colchicine Capel 1mg (H/1 vỉ x 20 viên),Listerine NSM Cool Mint 250ml,0
Dầu gội Thorakao Hà Thủ Ô 400ml,Listerine NSM Cool Mint 250ml,0
ESOMEPRAZOL 40-HV VNA H30v,Listerine NSM Cool Mint 250ml,0
VIAGRA TABS 100MG 4'S,Listerine NSM Zero 250ml,0
PO000280167,Listerine NSM Zero 250ml,0
PO000307028,Listerine NSM Zero 250ml,0
